id,title,User,Publication path,Authors,Publisher details
4316,"Mental Health Outcomes Among Health and Medicine Undergraduate Students Post-COVID-19 Lockdown: A Cross-Sectional Study from Sulaimani, Iraq",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:_FxGoFyzp5QC,NM kamal,"Mosul Journal of Nursing 13 (Issue 1, Jan 2025), Page 286-304"
4317,"Speckle tracking echocardiography for diagnosis of right ventricular failure in children with totally corrected tetralogy of Fallot in Sulaimani, Iraq",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:WF5omc3nYNoC,"NM Kamal, AF Salih, BM Ali","Journal of Taibah University Medical Sciences 19 (1), 198-208"
4318,"Low vitamin D level increases women’s breast cancer risks, Sulaimaniyah, Iraq: A case-control study",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:ufrVoPGSRksC,"MO Abdulqadir, NM Kamal, HS Rahman","Cellular and Molecular Biology 69 (14), 186-190"
4319,Patients Satisfaction with Quality of Care in Public Hospitals in Sulaimani City-Iraq: A Hospital-Based Study,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:eQOLeE2rZwMC,"BA Amin, NM Kamal, BIH Rahim, KA Mahmood","University of Thi-Qar Journal Of Medicine 26 (2), 294-312"
4320,"Assessment of Quality of Life and Socioeconomic Inequality in Children with Cyanotic Congenital Heart Disease in Sulaimaniyah, Iraq",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:W7OEmFMy1HYC,"NM Kamal, AF Salih, BM Ali",
4321,"Patient Satisfaction with Hospital Services, Physicians and Nurses Care of Government Hospital in Sulaimani City.",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:Y0pCki6q_DkC,"BA Amin, NM Kamal, BIH Rahim","Indian Journal of Forensic Medicine & Toxicology 15 (4), 1993"
4322,"Knowledge, Attitudes, Practices, and the Factors that Influence Breastfeeding among Mothers attending a Primary Health Center in Sulaimani City",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:Tyk-4Ss8FVUC,"BIH Rahim, NM Kamal, BA Amin","Indian Journal of Forensic Medicine & Toxicology 14 (3), 1485-1493"
4323,Consanguinity Marriage Increases Risk of Newborn’s Congenital Anomalies in Sulaimani City,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:IjCSPb-OGe4C,NM Kamal,Childbirth
4324,Epidemiology and Risk Factors of Cancer Among Children and Adolescents in Sulaimani City: A Case-Control Study.,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:UeHWp8X0CEIC,"NM Kamal, MOA Qadir, BIH Rahim, AM Ibrahem, B Karadaghy","Acta Medica Iranica, 184-193"
4325,Prevalence and Knowledge about Genital and other Warts among Students in Sulaimani Polytechnic University: A cross-sectional study,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:2osOgNQ5qMEC,"B Karadaghy, NM Kamal, N Othman","Kurdistan journal of applied research, 96-101"
4326,"Knowledge, attitudes and practices of waterpipe smokers in Sulaimani city/Kurdistan region of Iraq",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:9yKSN-GCB0IC,"BIH Rahim, AM Ibrahem, NM Kamal","Kurdistan Journal of Applied Research, 72-79"
4327,A case-control study for assessing risk factors for congenital anomalies among children in Sulaimani City,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:d1gkVwhDpl0C,"NM Kamal, N Othman","Kurdistan Journal of Applied Research, 90-95"
4328,"Knowledge, Attitudes and Practices of Waterpipe Smokers in Sulaimani City/Kurdistan Region of Iraq.",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:YsMSGLbcyi4C,"BI Hama Rahim, AM Ibrahem, NM Kamal",Kurdistan Journal of Applied Research (KJAR) 3
4329,Incidence and types of congenital anomalies in newborns in Sulaimaniyah City in Iraq,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:qjMakFHDy7sC,"NM Kamal, N Othman","Acta Medica Iranica, 769-776"
4330,Incidence and types of congenital heart diseases among children in Sulaimani Governorate,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W6s4zIEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=W6s4zIEAAAAJ:u-x6o8ySG0sC,"N Kamal, N Othman, A Salih","Kurdistan Journal of Applied Research 2 (2), 106-111"
4331,"Prevalence of Helicobacter Pylori Infection among Children in Pediatric Hospital at Sulaimani City, Kurdistan Region of Iraq",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=sNJVX_4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=sNJVX_4AAAAJ:UeHWp8X0CEIC,"RA Rostam, HI Rashid, S omar Hassan, KT Aziz","Kufa Journal for Nursing Sciences 14 (01), 120-130"
4332,Indications of caesarean section in pregnant women attending a public maternity teaching hospital and private hospitals in Sulaimani city Iraq,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=sNJVX_4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=sNJVX_4AAAAJ:9yKSN-GCB0IC,SO Hassan,"Journal of the Pakistan for Medical Association 73 (9), S83 - S87"
4333,"Assessment of Health Complications of Cesarean Sections among Pregnant Women at Governmental and Private Hospitals in Sulaimani City, Iraq…",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=sNJVX_4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=sNJVX_4AAAAJ:qjMakFHDy7sC,"RYK Sara Omar Hassan, Salar Ibrahim Ali","MOSUL JOURNAL OF NURSING 11 (Issue 2), 469-475"
4334,Prevalence of Obesity among Students in Private and Public high Schools in Sulaimani City,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tu4FbjkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=tu4FbjkAAAAJ:NhqRSupF_l8C,"KKH Salih, SJ Ali, AMA Ahmed",University of Diyala-College of Medicine
4335,Novel approaches to diagnose COVID-19,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tu4FbjkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=tu4FbjkAAAAJ:abG-DnoFyZgC,SJ Ali,"Kurdistan Journal of Applied Research, 66-71"
4336,VENTILATOR-ASSOCIATED PNEUMONIA IN THE INTENSIVE CARE UNIT OF SURGICAL EMERGENCY TEACHING HOSPITAL IN SULAIMANI CITY,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tu4FbjkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=tu4FbjkAAAAJ:UxriW0iASnsC,"ZA Hamid, AH Bayati, S othman Mahmood, SJ Hamid, SJ Ali",
4337,"Phosphopantetheinyl transferase (Ppt)-mediated biosynthesis of lysine, but not siderophores or DHN melanin, is required for virulence of Zymoseptoria tritici on …",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tu4FbjkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=tu4FbjkAAAAJ:CHSYGLWDkRkC,"MC Derbyshire, AM Gohari, R Mehrabi, S Kilaru, G Steinberg, S Ali, ...","Scientific Reports 8 (1), 17069"
4338,Assessment of Herpes simplex virus type 1 and 2 by IHC in association with CD14 antigen in placental tissues from women with miscarriage,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tu4FbjkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=tu4FbjkAAAAJ:b0M2c_1WBrUC,"ZA Hamid, SJ Ali, AH Hussain","Kurdistan Journal of Applied Research, 66-71"
4339,Investigating secondary metabolism in Zymoseptoria tritici,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tu4FbjkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=tu4FbjkAAAAJ:bFI3QPDXJZMC,SJ Ali,University of Bristol
4340,Microbial causes of paronychia,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tu4FbjkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=tu4FbjkAAAAJ:EUQCXRtRnyEC,"AH Hussein, SJ Ali","Zanco Journal of Medical Sciences (Zanco J Med Sci) 14 (3 Special), 90-94"
4341,Cytogenetic and Immunological analyses of Down Syndrome Children and their Parents,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tu4FbjkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=tu4FbjkAAAAJ:nb7KW1ujOQ8C,solaf jawhar ali,Al_Nahrain University
4342,Pyrenophora tritici-repentis races in the Czech Republic and Poland,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tu4FbjkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=tu4FbjkAAAAJ:SP6oXDckpogC,"S Ali, J Sarova, W Wakulinsky","Phytopathology 94 (6), S3-S3"
4343,Characterization of Vaginitis Among Women Complaining of Genital Tract Symptoms,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tu4FbjkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=tu4FbjkAAAAJ:xtRiw3GOFMkC,"MS Qadir, SJ Ali, SB Karim, H Hallmat, S Aziz, N Latif, N Wrya, A Ahmad, ...",
4344,Incidence of Needle Stick Injuries and Behavior After Injuries Among Nurses in Sulaimani Hospitals,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pWw9M4gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=pWw9M4gAAAAJ:d1gkVwhDpl0C,"RM Haji, SM Mohammed, SHR Ali, SS Mohammad","Al-Rafidain Journal of Medical Sciences (ISSN 2789-3219) 6 (1), 232-238"
4345,Evaluation of the Infection Control Training in The Sulaimani City Governmental and Nongovernmental Hospitals.,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pWw9M4gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=pWw9M4gAAAAJ:u-x6o8ySG0sC,"RM Haji, SS Mohammad, SH Rashid Ali, SH Abdulsahib",Kufa Journal for Nursing Sciences 13 (2)
4346,Nurses’ Self-report on the Infection Control Unit Activities and their Experience in the Hospital toward Nosocomial Infections in the Sulaimani Hospitals,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pWw9M4gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=pWw9M4gAAAAJ:u5HHmVD_uO8C,"RM Haji, DA Abdilkarim, SI Ali, SS Mohammad","Erbil Journal of Nursing and Midwifery 3 (2), 166-177"
4347,Comparison between the Effect of Local Katira Gum and Xanthan Gum on the Rheological Properties of Water-based Drilling Fluids,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D8OI2VAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=D8OI2VAAAAAJ:2osOgNQ5qMEC,"BQS Hussein, KMI Sharbazheri, NAT Ubaid","UHD Journal of Science and Technology 4 (2), 18-27"
4348,Green synthesise of CuO@Fe3O4@Xantan nanocomposites and its application in enhanced oil recovery by considering IFT and wettability behaviours,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D8OI2VAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=D8OI2VAAAAAJ:u5HHmVD_uO8C,"AK Manshad, JA Ali, I Imani, SM Sajadi, NA Tayeb Ubaid, A Keshavarz","Micro & Nano Letters 15 (8), 550-555"
4349,Experimental Investigation on The Effect of PolyVinyl Alcohol on Cement Fluid Loss in Oil Wells,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D8OI2VAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=D8OI2VAAAAAJ:d1gkVwhDpl0C,"MJ Awl, ASK Abdulla, NA Tayeb","Kurdistan Journal of Applied Research 5 (1), 128-136"
4350,OCTG premature failures due to metallurgical variance and differential electrochemical behavior of exterior and interior walls,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D8OI2VAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=D8OI2VAAAAAJ:u-x6o8ySG0sC,"SM El-Raghy, AH El-Sayed, NA Tayeb","International Journal of Oil, Gas and Coal Engineering 2 (3), 28-35"
4351,حماية الثورات تكون بالثورة الكبرى: خلاصة دراسات غير منشورة في علم إجتماع المعرفة العربية الإسلامية,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D8OI2VAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=D8OI2VAAAAAJ:9yKSN-GCB0IC,N ʻUbayd,(No Title)
4352,The Impact of Accounting Information Systems On organizational Performance of Manufacturing Companies in Erbil,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=o_5U9lYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=o_5U9lYAAAAJ:u-x6o8ySG0sC,FF Aziz,"QALAAI ZANIST JOURNAL 7 (4), 1283-1299"
4353,"Firm Value, Size, Liquidity and the Adoption of Common Accounting Standards: Evidence from Firms Listed on the Amman Stock Exchange",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=o_5U9lYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=o_5U9lYAAAAJ:u5HHmVD_uO8C,FF Aziz,"Journal of University of Raparin 9 (3), 382-395"
4354,"Depressive symptoms in a case series of incarcerated delinquent children and young adolescents with non-suicidal self-injury experience in Sulaymaniyah, Iraq: Prevalence of …",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W2eblsTEkRsC&pagesize=100&sortby=pubdate&citation_for_view=W2eblsTEkRsC:2osOgNQ5qMEC,"SK Saeed, AK Saeed","Chronic Diseases Journal, 169-175"
4355,Quality of media reporting of suicide in Iraq,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W2eblsTEkRsC&pagesize=100&sortby=pubdate&citation_for_view=W2eblsTEkRsC:u5HHmVD_uO8C,"SMY Arafat, AR Ahmad, AK Saeed, V Menon, S Shoib, SK Kar","International journal of social psychiatry 68 (2), 443-448"
4356,Quality of online media reporting of suicidal behavior in Iran during COVID-19 pandemic in Reference to the World Health Organization Guidelines,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W2eblsTEkRsC&pagesize=100&sortby=pubdate&citation_for_view=W2eblsTEkRsC:qjMakFHDy7sC,"S Arafat, A Ahmad, AK Saeed, O Feizi, F Saeed, V Menon, S Shoib","Global Psychiatry Arch 5, 70-6"
4357,Quality of online media reporting of suicidal behaviour in Iran during the COVID-19 pandemic–in reference to World Health Organization guidelines,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W2eblsTEkRsC&pagesize=100&sortby=pubdate&citation_for_view=W2eblsTEkRsC:u-x6o8ySG0sC,"AR Ahmad, AK Saeed, O Feizi, F Saeed, V Menon, SK Kar, S Shoib, ...","Global Psychiatry Archives 5 (1), 70-76"
4358,Influence of media on the value of life among COVID-19 survivors: A case study of Iraqi Kurdistan Region,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W2eblsTEkRsC&pagesize=100&sortby=pubdate&citation_for_view=W2eblsTEkRsC:UeHWp8X0CEIC,A Ramazan Ahmad,Rawal Medical Journal 46 (4)
4359,Suicidal behavior during COVID-19 pandemic in Iraq: An analysis of newspaper reports,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W2eblsTEkRsC&pagesize=100&sortby=pubdate&citation_for_view=W2eblsTEkRsC:d1gkVwhDpl0C,A Ramazan Ahmad,"Global Psychiatry 4 (2), 1-7"
4360,A Study of Awareness about Albino and Thalassemia Affected Families Resident in Tuman Leghari District Dera Ghazi Khan,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=W2eblsTEkRsC&pagesize=100&sortby=pubdate&citation_for_view=W2eblsTEkRsC:9yKSN-GCB0IC,"A Ahmad, A Saeed",Ann Clin Diabetes Endocrinol. 2018; 1 (1) 1005
4361,Power Quality Improvement Performance Using Hybrid (Solar Wind) Energy for Distributed Power Generation,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xXtW5PIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xXtW5PIAAAAJ:u5HHmVD_uO8C,"SP Sarkut Ibrahim, AK Bhardwaj",Power 2 (10)
4362,The impact of Lavandula officinalis essential oil on growth performance and hematology of common carp (C. carpio),data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=El0f_KgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=El0f_KgAAAAJ:eQOLeE2rZwMC,"A Sadraddin, K Namiq","Iraqi Journal of Aquaculture 21 (2), 17-28"
4363,"A comparative study of chemical composition, the level of fatty acids, amino acids and mineral elements between two types of catfish (Bagrus and Muraena) found in the upper …",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=El0f_KgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=El0f_KgAAAAJ:YsMSGLbcyi4C,"TK Albashr, AY Hamadamin, KF Namiq, MH Salih, ZK Khidhir, MA Suhaib","Journal of King Saud University-Science 36 (11), 103535"
4364,"Impact of different level of dietary protein content feedings on growth, feed utilization and hematological characteristics of common carp (C. Carpio)",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=El0f_KgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=El0f_KgAAAAJ:W7OEmFMy1HYC,"KFN Avan Alaaddin Sadraddin, Shaima Saleh Mahmood","Euphrates Journal of Agricultural Science 16 (3), 265-275"
4365,The preservative roles of barley extract on physico-chemical treats of common carp (Cyprinus carpio L.) fillets under refrigerated condition,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=El0f_KgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=El0f_KgAAAAJ:Tyk-4Ss8FVUC,"SNE Karzan Namiq , Vian Mohammed Ahmed, Shaima Saleh Mahmood, Nasreen ...","Sri Lanka Journal of Aquatic Sciences 27 (1), 17-23"
4366,"Study on chemical composition and physical properties of the Hamri (Barbus luteus) and Balaout (Chondrostoma regium) fish meat, oil and impact of its oils on cholesterol …",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=El0f_KgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=El0f_KgAAAAJ:zYLM7Y9cAGgC,"TK Albashr, ZK Khidhir, K Namiq, A Hamadamin, F Alhabib, W Khalaf","Saudi Journal of Biological Sciences 29 (1), 261-265"
4367,"EFFECT OF FEEDING COMMON CARP (CYPRINUS CARPIO (LINNAEUS, 1758)) WITH WATER FERN (AZOLLA FILICULOIDES (LAM.)) ON ITS FILLET QUALITY",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=El0f_KgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=El0f_KgAAAAJ:IjCSPb-OGe4C,K Namiq,
4368,"Impact of natural Azolla filiculoides powders on some physiological, nutritional and biological parameters of common carp (Cyprinus carpio L.).",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=El0f_KgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=El0f_KgAAAAJ:qjMakFHDy7sC,"SM Shaima, RH Bakhan, FN Karzan, MR Rabar, AS Avan, MA Nasreen",Applied Ecology & Environmental Research 18 (4)
